ticker,date,market_clean_price,market_dirty_price,clean_floor,dirty_floor,accrued_interest,effective_discount_rate,n_cashflows,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,option_value_per_bond,option_value_pct,delta,fair_value_clean,fair_value_dirty,mispricing_pct,mispricing_usd,signal
KRG,2021-03-22,98.297,98.301,92.761437,92.761437,0.0,1.5142,13,19.38,23.6117,40.7998,1.0898,6.026,6.634916,281.0006,28.100064,0.643151,120.861501,120.861501,22.564501000000007,225.64501000000007,True
KRG,2021-03-23,97.077,97.083,92.901773,92.901773,0.0,1.4989,13,18.82,23.6117,41.5834,1.0544,6.0233,6.411744,271.5489,27.154892,0.636499,120.05666500000001,120.05666500000001,22.97966500000001,229.7966500000001,True
KRG,2021-03-24,96.467,96.475,93.015775,93.015775,0.0,1.4859,13,18.71,23.6117,37.0915,1.0341,6.0205,5.562329,235.5747,23.557465,0.605623,116.57324,116.57324,20.10624,201.0624,True
KRG,2021-03-25,98.138,98.153,92.920186,92.920186,0.0,1.507,13,19.48,23.6117,32.67,1.0328,6.0178,5.216347,220.9217,22.09217,0.594,115.012356,115.012356,16.87435599999999,168.74355999999992,True
KRG,2021-03-26,99.01,99.027,92.96108,92.96108,0.0,1.4918,13,19.88,23.6117,45.379,1.0563,6.0151,7.776972,329.3688,32.936876,0.676807,125.897956,125.897956,26.88795599999999,268.8795599999999,True
KRG,2021-03-29,97.726,97.745,92.846714,92.846714,0.0,1.5018,13,19.23,23.6117,39.2836,1.0907,6.0068,6.265154,265.3406,26.534055,0.631055,119.380769,119.380769,21.654769,216.54769000000002,True
KRG,2021-03-30,99.337,99.355,92.828892,92.828892,0.0,1.4988,13,20.01,23.6117,41.4545,1.1052,6.0041,7.173082,303.793,30.379295,0.658988,123.208187,123.208187,23.871186999999992,238.71186999999992,True
KRG,2021-03-31,97.689,97.716,92.889819,92.889819,0.0,1.4813,13,19.29,23.6117,37.8738,1.1233,6.0014,6.062393,256.7533,25.675327,0.62451,118.565146,118.565146,20.876146000000006,208.76146000000006,True
KRG,2021-04-01,98.631,98.66,93.097407,93.097407,0.0,1.4509,13,19.79,23.6117,42.2659,1.1054,5.9986,7.165484,303.4712,30.347116,0.659168,123.444523,123.444523,24.813523000000004,248.13523000000004,True
KRG,2021-04-05,98.416,98.447,92.98995,92.98995,0.0,1.4693,13,19.66,23.6117,40.865,1.1293,5.9877,6.825094,289.055,28.905503,0.649123,121.89545299999999,121.89545299999999,23.479452999999992,234.79452999999992,True
KRG,2021-04-06,99.728,99.761,93.167356,93.167356,0.0,1.4486,13,20.13,23.6117,39.3542,1.0869,5.9849,6.850136,290.1156,29.01156,0.648981,122.178916,122.178916,22.450916000000007,224.50916000000007,True
